data,id,nazwa,ogolem,liczba_zgonow,liczba_wyleczonych,osoby_z_kwarantanny_po_powrocie_z_zagranicy,osoby_z_kwarantanny_po_kontakcie_z_osoba_zakazona,zachorowania_poprzez_kontakt_w_szpitalu_lub_przychodni,zachorowania_w_dps,zachorowania_w_zol,zaklady_pracy,szkoly,uczelnie,akademiki,wesela,puby_kawiarnie_restauracje_kluby,transport_publiczny,inne_przypadki_zachorowan
2020-08-02,21,m. Nowy Sącz,203,2,46,3,199,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-02,22,m. Tarnów,28,0,16,8,4,3,0,0,NA,NA,NA,NA,NA,NA,NA,13
2020-08-04,1,bocheński,350,17,148,3,80,12,228,0,NA,NA,NA,NA,NA,NA,NA,27
2020-08-04,2,brzeski,76,2,65,3,6,49,0,2,NA,NA,NA,NA,NA,NA,NA,16
2020-08-04,3,chrzanowski,50,0,34,1,23,0,0,0,NA,NA,NA,NA,NA,NA,NA,26
2020-08-04,4,dąbrowski,26,0,16,2,23,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-04,5,gorlicki,53,1,9,1,37,2,0,0,NA,NA,NA,NA,NA,NA,NA,13
2020-08-04,6,krakowski,123,2,83,4,48,19,0,0,NA,NA,NA,NA,NA,NA,NA,52
2020-08-04,7,limanowski,233,6,125,0,141,25,0,0,NA,NA,NA,NA,NA,NA,NA,67
2020-08-04,8,miechowski,19,0,12,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,8
2020-08-04,9,myślenicki,204,0,158,0,112,18,0,0,NA,NA,NA,NA,NA,NA,NA,74
2020-08-04,10,nowosądecki,731,3,130,7,724,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-04,11,nowotarski,109,0,15,2,54,3,0,0,NA,NA,NA,NA,NA,NA,NA,50
2020-08-04,12,olkuski,18,0,12,3,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,10
2020-08-04,13,oświęcimski,238,5,98,2,113,14,0,0,NA,NA,NA,NA,NA,NA,NA,109
2020-08-04,14,proszowicki,19,2,9,NA,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,9
2020-08-04,15,suski,229,1,192,0,139,2,0,0,NA,NA,NA,NA,NA,NA,NA,88
2020-08-04,16,tarnowski,168,3,98,6,88,2,46,0,NA,NA,NA,NA,NA,NA,NA,26
2020-08-04,17,tatrzański,136,0,9,2,99,1,0,0,NA,NA,NA,NA,NA,NA,NA,34
2020-08-04,18,wadowicki,162,3,41,0,120,4,0,0,NA,NA,NA,NA,NA,NA,NA,38
2020-08-04,19,wielicki,165,5,124,1,148,9,0,0,NA,NA,NA,NA,NA,NA,NA,7
2020-08-04,20,m. Kraków,583,19,314,27,151,101,0,0,NA,NA,NA,NA,NA,NA,NA,304
2020-08-04,21,m. Nowy Sącz,210,2,47,3,206,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-04,22,m. Tarnów,32,0,16,8,7,3,0,0,NA,NA,NA,NA,NA,NA,NA,14
2020-08-05,1,bocheński,355,18,148,3,80,12,228,0,NA,NA,NA,NA,NA,NA,NA,32
2020-08-05,2,brzeski,76,2,65,3,6,49,0,2,NA,NA,NA,NA,NA,NA,NA,16
2020-08-05,3,chrzanowski,52,0,34,1,25,0,0,0,NA,NA,NA,NA,NA,NA,NA,26
2020-08-05,4,dąbrowski,27,0,16,2,24,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-05,5,gorlicki,56,1,9,2,39,2,0,0,NA,NA,NA,NA,NA,NA,NA,13
2020-08-05,6,krakowski,126,2,83,4,48,19,0,0,NA,NA,NA,NA,NA,NA,NA,55
2020-08-05,7,limanowski,236,7,126,0,141,25,0,0,NA,NA,NA,NA,NA,NA,NA,70
2020-08-05,8,miechowski,19,0,12,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,8
2020-08-05,9,myślenicki,206,0,158,0,113,19,0,0,NA,NA,NA,NA,NA,NA,NA,74
2020-08-05,10,nowosądecki,754,3,141,7,747,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-05,11,nowotarski,111,0,17,2,54,3,0,0,NA,NA,NA,NA,NA,NA,NA,52
2020-08-05,12,olkuski,20,0,12,3,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,12
2020-08-05,13,oświęcimski,241,5,98,2,115,14,0,0,NA,NA,NA,NA,NA,NA,NA,110
2020-08-05,14,proszowicki,19,2,9,0,3,6,1,0,NA,NA,NA,NA,NA,NA,NA,9
2020-08-05,15,suski,229,1,192,0,139,2,0,0,NA,NA,NA,NA,NA,NA,NA,88
2020-08-05,16,tarnowski,168,3,98,6,88,2,46,0,NA,NA,NA,NA,NA,NA,NA,26
2020-08-05,17,tatrzański,136,0,9,2,99,1,0,0,NA,NA,NA,NA,NA,NA,NA,34
2020-08-05,18,wadowicki,162,3,41,0,120,4,0,0,NA,NA,NA,NA,NA,NA,NA,38
2020-08-05,19,wielicki,170,5,124,1,150,9,0,0,NA,NA,NA,NA,NA,NA,NA,10
2020-08-05,20,m. Kraków,605,19,314,27,154,101,0,0,NA,NA,NA,NA,NA,NA,NA,323
2020-08-05,21,m. Nowy Sącz,220,3,49,3,216,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-05,22,m. Tarnów,36,0,16,8,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,22
2020-08-06,1,bocheński,356,19,148,3,80,12,228,0,NA,NA,NA,NA,NA,NA,NA,33
2020-08-06,2,brzeski,76,2,66,3,6,49,0,2,NA,NA,NA,NA,NA,NA,NA,16
2020-08-06,3,chrzanowski,52,0,35,1,25,0,0,0,NA,NA,NA,NA,NA,NA,NA,26
2020-08-06,4,dąbrowski,30,0,16,2,27,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-06,5,gorlicki,65,1,13,2,44,4,0,0,NA,NA,NA,NA,NA,NA,NA,15
2020-08-06,6,krakowski,131,2,84,4,49,19,0,0,NA,NA,NA,NA,NA,NA,NA,59
2020-08-06,7,limanowski,246,7,127,0,151,25,0,0,NA,NA,NA,NA,NA,NA,NA,70
2020-08-06,8,miechowski,19,0,12,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,8
2020-08-06,9,myślenicki,207,0,159,0,113,19,0,0,NA,NA,NA,NA,NA,NA,NA,75
2020-08-06,10,nowosądecki,771,3,147,7,764,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-06,11,nowotarski,122,1,17,2,61,3,0,0,NA,NA,NA,NA,NA,NA,NA,56
2020-08-06,12,olkuski,23,0,12,3,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,15
2020-08-06,13,oświęcimski,246,5,100,2,116,14,0,0,NA,NA,NA,NA,NA,NA,NA,114
2020-08-06,14,proszowicki,19,2,9,0,3,6,1,0,NA,NA,NA,NA,NA,NA,NA,9
2020-08-06,15,suski,231,1,192,0,141,2,0,0,NA,NA,NA,NA,NA,NA,NA,88
2020-08-06,16,tarnowski,172,3,98,6,89,2,47,0,NA,NA,NA,NA,NA,NA,NA,28
2020-08-06,17,tatrzański,147,0,9,2,109,1,0,0,NA,NA,NA,NA,NA,NA,NA,35
2020-08-06,18,wadowicki,163,3,42,0,120,4,0,0,NA,NA,NA,NA,NA,NA,NA,39
2020-08-06,19,wielicki,170,5,124,1,150,9,0,0,NA,NA,NA,NA,NA,NA,NA,10
2020-08-06,20,m. Kraków,629,19,314,27,157,101,0,0,NA,NA,NA,NA,NA,NA,NA,344
2020-08-06,21,m. Nowy Sącz,227,3,49,3,223,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-06,22,m. Tarnów,40,0,16,8,6,3,0,0,NA,NA,NA,NA,NA,NA,NA,23
2020-08-07,1,bocheński,358,22,150,3,80,12,229,0,NA,NA,NA,NA,NA,NA,NA,34
2020-08-07,2,brzeski,78,2,66,3,6,49,0,2,NA,NA,NA,NA,NA,NA,NA,18
2020-08-07,3,chrzanowski,53,0,36,1,25,1,0,0,NA,NA,NA,NA,NA,NA,NA,26
2020-08-07,4,dąbrowski,30,0,16,2,27,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-07,5,gorlicki,66,1,13,2,45,4,0,0,NA,NA,NA,NA,NA,NA,NA,15
2020-08-07,6,krakowski,137,2,86,4,49,19,0,0,NA,NA,NA,NA,NA,NA,NA,65
2020-08-07,7,limanowski,276,7,132,0,176,25,0,0,NA,NA,NA,NA,NA,NA,NA,75
2020-08-07,8,miechowski,20,0,13,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,9
2020-08-07,9,myślenicki,210,0,162,0,116,19,0,0,NA,NA,NA,NA,NA,NA,NA,75
2020-08-07,10,nowosądecki,788,3,151,7,781,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-07,11,nowotarski,134,1,18,2,68,3,0,0,NA,NA,NA,NA,NA,NA,NA,61
2020-08-07,12,olkuski,23,0,13,3,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,15
2020-08-07,13,oświęcimski,255,5,103,2,121,14,0,0,NA,NA,NA,NA,NA,NA,NA,118
2020-08-07,14,proszowicki,19,2,9,0,3,6,1,0,NA,NA,NA,NA,NA,NA,NA,9
2020-08-07,15,suski,231,1,192,0,141,2,0,0,NA,NA,NA,NA,NA,NA,NA,88
2020-08-07,16,tarnowski,173,3,98,6,90,2,47,0,NA,NA,NA,NA,NA,NA,NA,28
2020-08-07,17,tatrzański,150,0,9,2,109,1,0,0,NA,NA,NA,NA,NA,NA,NA,38
2020-08-07,18,wadowicki,175,3,44,0,129,5,0,0,NA,NA,NA,NA,NA,NA,NA,41
2020-08-07,19,wielicki,172,5,124,1,152,9,0,0,NA,NA,NA,NA,NA,NA,NA,10
2020-08-07,20,m. Kraków,660,19,314,27,159,103,0,0,NA,NA,NA,NA,NA,NA,NA,371
2020-08-07,21,m. Nowy Sącz,235,3,49,3,231,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-07,22,m. Tarnów,43,0,16,8,9,3,0,0,NA,NA,NA,NA,NA,NA,NA,23
2020-08-08,1,bocheński,358,22,150,3,80,12,229,0,NA,NA,NA,NA,NA,NA,NA,34
2020-08-08,2,brzeski,79,2,66,3,7,49,0,2,NA,NA,NA,NA,NA,NA,NA,18
2020-08-08,3,chrzanowski,54,0,36,1,25,1,0,0,NA,NA,NA,NA,NA,NA,NA,27
2020-08-08,4,dąbrowski,30,0,16,2,27,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-08,5,gorlicki,68,1,14,2,46,5,0,0,NA,NA,NA,NA,NA,NA,NA,15
2020-08-08,6,krakowski,144,2,86,4,53,19,0,0,NA,NA,NA,NA,NA,NA,NA,68
2020-08-08,7,limanowski,277,7,132,0,176,25,0,0,NA,NA,NA,NA,NA,NA,NA,76
2020-08-08,8,miechowski,21,0,13,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,10
2020-08-08,9,myślenicki,213,0,162,0,118,19,0,0,NA,NA,NA,NA,NA,NA,NA,76
2020-08-08,10,nowosądecki,804,3,163,7,797,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-08,11,nowotarski,146,1,18,2,71,6,0,0,NA,NA,NA,NA,NA,NA,NA,67
2020-08-08,12,olkuski,23,0,13,3,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,15
2020-08-08,13,oświęcimski,260,5,103,2,123,14,0,0,NA,NA,NA,NA,NA,NA,NA,121
2020-08-08,14,proszowicki,20,2,9,0,3,6,1,0,NA,NA,NA,NA,NA,NA,NA,10
2020-08-08,15,suski,234,1,192,0,144,2,0,0,NA,NA,NA,NA,NA,NA,NA,88
2020-08-08,16,tarnowski,174,3,98,6,90,2,47,0,NA,NA,NA,NA,NA,NA,NA,29
2020-08-08,17,tatrzański,161,0,9,2,116,3,0,0,NA,NA,NA,NA,NA,NA,NA,40
2020-08-08,18,wadowicki,176,3,47,0,129,5,0,0,NA,NA,NA,NA,NA,NA,NA,42
2020-08-08,19,wielicki,180,5,124,1,157,9,0,0,NA,NA,NA,NA,NA,NA,NA,13
2020-08-08,20,m. Kraków,694,19,316,27,165,104,0,0,NA,NA,NA,NA,NA,NA,NA,398
2020-08-08,21,m. Nowy Sącz,251,3,54,3,247,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-08,22,m. Tarnów,43,0,16,8,9,3,0,0,NA,NA,NA,NA,NA,NA,NA,23
2020-08-09,1,bocheński,358,22,150,3,80,12,229,0,NA,NA,NA,NA,NA,NA,NA,34
2020-08-09,2,brzeski,85,2,66,3,12,49,0,2,NA,NA,NA,NA,NA,NA,NA,19
2020-08-09,3,chrzanowski,54,0,36,1,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
2020-08-09,4,dąbrowski,31,0,16,2,28,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-09,5,gorlicki,73,1,14,2,51,5,0,0,NA,NA,NA,NA,NA,NA,NA,15
2020-08-09,6,krakowski,146,2,86,4,55,19,0,0,NA,NA,NA,NA,NA,NA,NA,68
2020-08-09,7,limanowski,283,7,134,0,176,25,0,0,NA,NA,NA,NA,NA,NA,NA,82
2020-08-09,8,miechowski,21,0,13,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,10
2020-08-09,9,myślenicki,214,0,162,0,119,19,0,0,NA,NA,NA,NA,NA,NA,NA,76
2020-08-09,10,nowosądecki,825,3,163,7,818,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-09,11,nowotarski,161,1,18,2,79,8,0,0,NA,NA,NA,NA,NA,NA,NA,72
2020-08-09,12,olkuski,24,0,14,3,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,16
2020-08-09,13,oświęcimski,264,6,103,2,124,14,0,0,NA,NA,NA,NA,NA,NA,NA,124
2020-08-09,14,proszowicki,20,2,9,0,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,10
2020-08-09,15,suski,234,1,192,0,144,2,0,0,NA,NA,NA,NA,NA,NA,NA,88
2020-08-09,16,tarnowski,186,4,98,6,90,3,56,0,NA,NA,NA,NA,NA,NA,NA,31
2020-08-09,17,tatrzański,167,0,9,2,116,4,0,0,NA,NA,NA,NA,NA,NA,NA,45
2020-08-09,18,wadowicki,179,3,47,0,131,5,0,0,NA,NA,NA,NA,NA,NA,NA,43
2020-08-09,19,wielicki,180,5,124,1,157,9,0,0,NA,NA,NA,NA,NA,NA,NA,13
2020-08-09,20,m. Kraków,714,19,316,27,172,104,0,0,NA,NA,NA,NA,NA,NA,NA,411
2020-08-09,21,m. Nowy Sącz,254,3,54,3,250,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-09,22,m. Tarnów,45,0,16,8,9,3,0,0,NA,NA,NA,NA,NA,NA,NA,25
2020-08-10,1,bocheński,369,22,150,3,80,12,237,0,NA,NA,NA,NA,NA,NA,NA,37
2020-08-10,2,brzeski,85,2,66,3,12,49,0,2,NA,NA,NA,NA,NA,NA,NA,19
2020-08-10,3,chrzanowski,54,0,36,1,25,1,0,0,NA,NA,NA,NA,NA,NA,NA,27
2020-08-10,4,dąbrowski,31,0,16,2,28,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-10,5,gorlicki,82,1,14,2,58,5,0,0,NA,NA,NA,NA,NA,NA,NA,17
2020-08-10,6,krakowski,147,2,86,4,56,19,0,0,NA,NA,NA,NA,NA,NA,NA,68
2020-08-10,7,limanowski,283,7,134,0,176,25,0,0,NA,NA,NA,NA,NA,NA,NA,82
2020-08-10,8,miechowski,21,0,13,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,10
2020-08-10,9,myślenicki,215,0,162,0,119,19,0,0,NA,NA,NA,NA,NA,NA,NA,77
2020-08-10,10,nowosądecki,866,3,163,7,859,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-10,11,nowotarski,161,1,19,2,79,8,0,0,NA,NA,NA,NA,NA,NA,NA,72
2020-08-10,12,olkuski,24,0,14,3,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,16
2020-08-10,13,oświęcimski,270,6,105,2,130,14,0,0,NA,NA,NA,NA,NA,NA,NA,124
2020-08-10,14,proszowicki,20,2,9,0,3,6,1,0,NA,NA,NA,NA,NA,NA,NA,10
2020-08-10,15,suski,234,1,192,0,144,2,0,0,NA,NA,NA,NA,NA,NA,NA,88
2020-08-10,16,tarnowski,187,4,98,6,91,3,56,0,NA,NA,NA,NA,NA,NA,NA,31
2020-08-10,17,tatrzański,174,0,9,2,123,4,0,0,NA,NA,NA,NA,NA,NA,NA,45
2020-08-10,18,wadowicki,180,3,47,0,132,5,0,0,NA,NA,NA,NA,NA,NA,NA,43
2020-08-10,19,wielicki,185,5,124,1,162,9,0,0,NA,NA,NA,NA,NA,NA,NA,13
2020-08-10,20,m. Kraków,743,19,316,27,177,106,0,0,NA,NA,NA,NA,NA,NA,NA,433
2020-08-10,21,m. Nowy Sącz,268,3,54,3,264,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-10,22,m. Tarnów,45,0,16,8,9,3,0,0,NA,NA,NA,NA,NA,NA,NA,25
2020-08-12,1,bocheński,386,23,156,3,94,12,238,0,NA,NA,NA,NA,NA,NA,NA,39
2020-08-12,2,brzeski,91,2,67,3,12,49,0,2,NA,NA,NA,NA,NA,NA,NA,25
2020-08-12,3,chrzanowski,55,0,36,1,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
2020-08-12,4,dąbrowski,31,0,17,2,28,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-12,5,gorlicki,86,1,14,2,59,5,0,0,NA,NA,NA,NA,NA,NA,NA,20
2020-08-12,6,krakowski,151,2,87,4,56,19,0,0,NA,NA,NA,NA,NA,NA,NA,72
2020-08-12,7,limanowski,301,7,142,0,194,25,0,0,NA,NA,NA,NA,NA,NA,NA,82
2020-08-12,8,miechowski,21,0,15,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,10
2020-08-12,9,myślenicki,219,0,165,0,120,19,0,0,NA,NA,NA,NA,NA,NA,NA,80
2020-08-12,10,nowosądecki,918,4,213,7,911,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-12,11,nowotarski,215,1,21,2,121,13,0,0,NA,NA,NA,NA,NA,NA,NA,79
2020-08-12,12,olkuski,28,0,14,3,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,18
2020-08-12,13,oświęcimski,277,6,109,2,133,14,0,0,NA,NA,NA,NA,NA,NA,NA,128
2020-08-12,14,proszowicki,21,2,12,0,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA,10
2020-08-12,15,suski,237,1,193,0,147,2,0,0,NA,NA,NA,NA,NA,NA,NA,88
2020-08-12,16,tarnowski,192,4,103,6,94,3,56,0,NA,NA,NA,NA,NA,NA,NA,33
2020-08-12,17,tatrzański,178,0,9,2,125,4,0,0,NA,NA,NA,NA,NA,NA,NA,47
2020-08-12,18,wadowicki,183,3,51,0,133,5,0,0,NA,NA,NA,NA,NA,NA,NA,45
2020-08-12,19,wielicki,197,5,125,1,172,9,0,0,NA,NA,NA,NA,NA,NA,NA,15
2020-08-12,20,m. Kraków,808,19,327,27,193,110,0,0,NA,NA,NA,NA,NA,NA,NA,478
2020-08-12,21,m. Nowy Sącz,291,3,60,3,287,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-12,22,m. Tarnów,51,0,16,8,14,3,0,0,NA,NA,NA,NA,NA,NA,NA,26
2020-08-13,1,bocheński,389,23,157,3,94,13,238,0,NA,NA,NA,NA,NA,NA,NA,41
2020-08-13,2,brzeski,92,2,68,3,12,49,0,2,NA,NA,NA,NA,NA,NA,NA,26
2020-08-13,3,chrzanowski,55,0,36,1,25,1,0,0,NA,NA,NA,NA,NA,NA,NA,28
2020-08-13,4,dąbrowski,31,0,17,2,28,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-13,5,gorlicki,87,1,16,2,59,5,0,0,NA,NA,NA,NA,NA,NA,NA,21
2020-08-13,6,krakowski,158,2,87,4,60,19,0,0,NA,NA,NA,NA,NA,NA,NA,75
2020-08-13,7,limanowski,331,7,142,0,221,25,0,0,NA,NA,NA,NA,NA,NA,NA,85
2020-08-13,8,miechowski,21,0,15,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,10
2020-08-13,9,myślenicki,221,0,166,0,122,19,0,0,NA,NA,NA,NA,NA,NA,NA,80
2020-08-13,10,nowosądecki,937,6,213,7,930,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-13,11,nowotarski,226,1,21,2,128,16,0,0,NA,NA,NA,NA,NA,NA,NA,80
2020-08-13,12,olkuski,28,0,15,3,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,18
2020-08-13,13,oświęcimski,291,6,112,2,144,15,0,0,NA,NA,NA,NA,NA,NA,NA,130
2020-08-13,14,proszowicki,21,2,12,0,3,6,2,0,NA,NA,NA,NA,NA,NA,NA,10
2020-08-13,15,suski,241,1,193,0,149,2,0,0,NA,NA,NA,NA,NA,NA,NA,90
2020-08-13,16,tarnowski,192,4,107,6,94,3,56,0,NA,NA,NA,NA,NA,NA,NA,33
2020-08-13,17,tatrzański,181,0,19,2,125,4,0,0,NA,NA,NA,NA,NA,NA,NA,50
2020-08-13,18,wadowicki,185,3,51,0,134,5,0,0,NA,NA,NA,NA,NA,NA,NA,46
2020-08-13,19,wielicki,199,5,126,1,173,9,0,0,NA,NA,NA,NA,NA,NA,NA,16
2020-08-13,20,m. Kraków,841,19,330,27,205,110,0,0,NA,NA,NA,NA,NA,NA,NA,499
2020-08-13,21,m. Nowy Sącz,295,4,60,3,291,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-13,22,m. Tarnów,51,0,16,8,14,3,0,0,NA,NA,NA,NA,NA,NA,NA,26
2020-08-14,1,bocheński,392,23,160,3,95,13,240,0,NA,NA,NA,NA,NA,NA,NA,41
2020-08-14,2,brzeski,94,2,68,3,13,49,0,2,NA,NA,NA,NA,NA,NA,NA,27
2020-08-14,3,chrzanowski,55,0,36,1,25,1,0,0,NA,NA,NA,NA,NA,NA,NA,28
2020-08-14,4,dąbrowski,32,0,17,2,29,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-14,5,gorlicki,90,1,16,2,62,5,0,0,NA,NA,NA,NA,NA,NA,NA,21
2020-08-14,6,krakowski,170,2,90,4,68,19,0,0,NA,NA,NA,NA,NA,NA,NA,79
2020-08-14,7,limanowski,340,7,149,0,227,25,0,0,NA,NA,NA,NA,NA,NA,NA,88
2020-08-14,8,miechowski,21,0,15,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,10
2020-08-14,9,myślenicki,224,0,171,0,125,19,0,0,NA,NA,NA,NA,NA,NA,NA,80
2020-08-14,10,nowosądecki,963,6,227,7,956,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-14,11,nowotarski,256,1,21,2,133,26,0,0,NA,NA,NA,NA,NA,NA,NA,95
2020-08-14,12,olkuski,33,0,15,3,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,23
2020-08-14,13,oświęcimski,297,6,112,2,148,15,0,0,NA,NA,NA,NA,NA,NA,NA,132
2020-08-14,14,proszowicki,24,2,12,0,4,7,2,0,NA,NA,NA,NA,NA,NA,NA,11
2020-08-14,15,suski,241,1,194,0,149,2,0,0,NA,NA,NA,NA,NA,NA,NA,90
2020-08-14,16,tarnowski,202,5,110,6,99,3,56,0,NA,NA,NA,NA,NA,NA,NA,38
2020-08-14,17,tatrzański,192,0,19,2,130,5,0,0,NA,NA,NA,NA,NA,NA,NA,55
2020-08-14,18,wadowicki,189,4,55,0,138,5,0,0,NA,NA,NA,NA,NA,NA,NA,46
2020-08-14,19,wielicki,203,5,126,1,174,9,0,0,NA,NA,NA,NA,NA,NA,NA,19
2020-08-14,20,m. Kraków,882,19,334,27,210,110,0,0,NA,NA,NA,NA,NA,NA,NA,535
2020-08-14,21,m. Nowy Sącz,305,4,60,3,301,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-14,22,m. Tarnów,52,0,16,8,15,3,0,0,NA,NA,NA,NA,NA,NA,NA,26
2020-08-15,1,bocheński,393,24,161,3,95,13,240,0,NA,NA,NA,NA,NA,NA,NA,42
2020-08-15,2,brzeski,97,2,68,3,16,49,0,2,NA,NA,NA,NA,NA,NA,NA,27
2020-08-15,3,chrzanowski,55,0,36,1,25,1,0,0,NA,NA,NA,NA,NA,NA,NA,28
2020-08-15,4,dąbrowski,34,0,17,2,31,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-15,5,gorlicki,94,1,16,2,65,5,0,0,NA,NA,NA,NA,NA,NA,NA,22
2020-08-15,6,krakowski,178,2,90,4,70,19,0,0,NA,NA,NA,NA,NA,NA,NA,85
2020-08-15,7,limanowski,343,7,149,0,229,25,0,0,NA,NA,NA,NA,NA,NA,NA,89
2020-08-15,8,miechowski,22,0,15,0,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,10
2020-08-15,9,myślenicki,229,0,173,0,126,19,0,0,NA,NA,NA,NA,NA,NA,NA,84
2020-08-15,10,nowosądecki,987,6,251,7,980,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-15,11,nowotarski,278,1,30,2,139,26,0,0,NA,NA,NA,NA,NA,NA,NA,111
2020-08-15,12,olkuski,35,0,15,3,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,25
2020-08-15,13,oświęcimski,302,6,114,2,152,15,0,0,NA,NA,NA,NA,NA,NA,NA,133
2020-08-15,14,proszowicki,24,2,12,0,4,7,2,0,NA,NA,NA,NA,NA,NA,NA,11
2020-08-15,15,suski,243,1,198,0,149,2,0,0,NA,NA,NA,NA,NA,NA,NA,92
2020-08-15,16,tarnowski,203,5,110,6,100,3,56,0,NA,NA,NA,NA,NA,NA,NA,38
2020-08-15,17,tatrzański,192,0,19,2,130,5,0,0,NA,NA,NA,NA,NA,NA,NA,55
2020-08-15,18,wadowicki,193,4,57,0,142,5,0,0,NA,NA,NA,NA,NA,NA,NA,46
2020-08-15,19,wielicki,209,5,126,1,179,9,0,0,NA,NA,NA,NA,NA,NA,NA,20
2020-08-15,20,m. Kraków,928,20,335,27,223,111,0,0,NA,NA,NA,NA,NA,NA,NA,567
2020-08-15,21,m. Nowy Sącz,316,4,67,3,312,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-15,22,m. Tarnów,52,0,16,8,15,3,0,0,NA,NA,NA,NA,NA,NA,NA,26
2020-08-16,1,bocheński,395,24,161,3,96,13,240,0,NA,NA,NA,NA,NA,NA,NA,43
2020-08-16,2,brzeski,98,2,68,3,16,49,0,2,NA,NA,NA,NA,NA,NA,NA,28
2020-08-16,3,chrzanowski,55,0,36,1,25,1,0,0,NA,NA,NA,NA,NA,NA,NA,28
2020-08-16,4,dąbrowski,34,0,17,2,31,1,0,0,NA,NA,NA,NA,NA,NA,NA,0
2020-08-16,5,gorlicki,94,1,17,2,65,5,0,0,NA,NA,NA,NA,NA,NA,NA,22
2020-08-16,6,krakowski,179,2,90,4,70,20,0,0,NA,NA,NA,NA,NA,NA,NA,85
2020-08-16,7,limanowski,355,7,153,0,238,25,0,0,NA,NA,NA,NA,NA,NA,NA,92
2020-08-16,8,miechowski,22,0,15,0,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,10
2020-08-16,9,myślenicki,231,0,175,0,127,20,0,0,NA,NA,NA,NA,NA,NA,NA,84
2020-08-16,10,nowosądecki,998,6,254,7,991,0,0,0,NA,NA,NA,NA,NA,NA,NA,0
